ID,MODEL_ID,ROW_ID,is_cluster_run,country,run,predictor,model,Combine_RMSE5,Combine_MSE5,Combine_MAE5,Test_MSE,Test_MAE,Test_R2,Train_MSE,Train_MAE,Train_R2,v_Combine_RMSE5,v_Combine_MSE5,v_Combine_MAE5,v_Test_MSE,v_Test_MAE,v_Test_R2,v_Train_MSE,v_Train_MAE,v_Train_R2,obs_outbreaks_5M,Test_outbreaks_5M,Tier_Obs,Tier_Sim,Prediction_Tier,v_obs_outbreaks_5M,v_Test_outbreaks_5M,v_Tier_Obs,v_Tier_Sim,v_Prediction_Tier,environmentalArg,code_model,Annual autocorrelation,Peak power ratio,Seasonal consistency,Peak interval consistency,Combined seasonality score,depvar coverage,depvar mean segment length,depvar weighted percent adjacent to gaps,depvar permutation entropy,indepvar coverage,indepvar mean segment length,indepvar weighted percent adjacent to gaps,indepvar permutation entropy,bottom_coverage,bottom_perm_entropy,bottom_seg_length,bottom_adj_gaps,bottom_seasonal_consistency,bottom_peak_interval_consistency,bottom_autocorrelation
BEN,3518a84c1e53,S-153527,no,BEN,single model,"{'migrations_per_1k': 0, 'mnths_since_outbreak_20_cuml_per_M': 0}",Bagging regressor,9.43670586623568,14.8573442316558,4.4978162814295,2.54552940356299,1.30488732873327,0.697816887376686,2.12969721384091,0.749636046904917,0.865586181331284,25.2857730636518,117.024915549877,4.1958603689731,23.0867347170933,3.92562886947776,-0.34290860566717,1.59124196441098,0.699310061495517,0.895058824301698,2,3,C,C,acceptable,4,3,B,C,under,"{'mean_temp': 3, 'mean_precip_mm_per_day': 3}","{'modelName': 'Bagging regressor','model':BaggingRegressor}",0.297793275335503,0.0407881877216721,0.448063495642453,0.900364987071504,0.592539529662743,1,152,0,0.966292520963,0.96578947368421,122.436363636364,0.0032243422243126,0.657388421960807,no,no,no,yes,no,no,no
CIV,a67daeadf48e,S-214345,no,CIV,single model,{'prop_prev_rolling_24_mnths_outbreak_5M': 0},gradient boosting,109.096391723534,2364.39272507783,1.6367193807252,472.851061659001,14.8254519772979,-0.232818472082773,0.137416782821922,0.272786563454199,0.972751144288092,16.3047013009973,49.8556105249107,2.42974383787782,9.90678356386093,1.87303377144581,-4.75351781039853,0.321692705606068,0.404957306312969,0.993416604589302,5,3,B,C,under,3,3,C,C,acceptable,"{'mean_temp': 3, 'mean_precip_mm_per_day': 3}",mm.sklGradientBoostingRegression,0.104765044758859,0.0216726342063902,0.171714003313483,0.77631345185894,0.348311924313836,1,152,0,0.979594454354082,0.989473684210526,150.4,0.00142798857609139,0.659344695438248,no,no,no,yes,no,no,no
